graph_name,total_depth,mean_depth,relative_asymmetry
11281,17.0,2.125,0.32142857142857145
11519,17.0,1.8888888888888888,0.2222222222222222
34631,20.0,2.5,0.42857142857142855
60782,16.0,1.6,0.13333333333333336
10703,23.0,2.090909090909091,0.21818181818181817
22963,5.0,1.25,0.16666666666666666
57005,29.0,2.9,0.4222222222222222
56982,29.0,2.9,0.4222222222222222
18546,14.0,1.75,0.21428571428571427
16026,13.0,1.8571428571428572,0.28571428571428575
13188,7.0,1.75,0.5
63434,15.0,1.5,0.1111111111111111
97668,22.0,2.4444444444444446,0.36111111111111116
109558,7.0,0.7777777777777778,-0.05555555555555555
17339,11.0,1.375,0.10714285714285714
107295,27.0,2.4545454545454546,0.2909090909090909
36053,11.0,1.2222222222222223,0.05555555555555558
33418,14.0,2.3333333333333335,0.5333333333333334
10759,-4.0,-0.5,-0.42857142857142855
34934,5.0,0.8333333333333334,-0.06666666666666665
42540,19.0,2.111111111111111,0.2777777777777778
138453,23.0,2.3,0.28888888888888886
30991,6.0,0.6666666666666666,-0.08333333333333334
28835,10.0,1.25,0.07142857142857142
46617,10.0,1.25,0.07142857142857142
139355,15.0,2.142857142857143,0.38095238095238093
65603,10.0,1.6666666666666667,0.2666666666666667
101833,1.0,0.058823529411764705,-0.11764705882352941
44608,22.0,3.142857142857143,0.7142857142857143
41487,23.0,2.090909090909091,0.21818181818181817
102757,17.0,2.125,0.32142857142857145
45547,8.0,1.1428571428571428,0.047619047619047596
63439,8.0,1.1428571428571428,0.047619047619047596
96934,19.0,2.111111111111111,0.2777777777777778
10894,17.0,1.8888888888888888,0.2222222222222222
106664,21.0,2.3333333333333335,0.33333333333333337
109329,10.0,1.1111111111111112,0.02777777777777779
65538,-3.0,-0.6,-0.8
70918,8.0,1.0,0.0
95862,24.0,2.4,0.3111111111111111
63417,17.0,2.4285714285714284,0.4761904761904761
33401,-1.0,-0.16666666666666666,-0.4666666666666667
19019,14.0,0.9333333333333333,-0.009523809523809521
65788,26.0,2.888888888888889,0.4722222222222222
73735,4.0,0.2857142857142857,-0.10989010989010989
66645,0.0,0.0,-0.2222222222222222
17563,13.0,0.8125,-0.025
100489,1.0,0.125,-0.25
48406,13.0,1.8571428571428572,0.28571428571428575
96996,19.0,2.111111111111111,0.2777777777777778
44243,19.0,2.7142857142857144,0.5714285714285715
140681,15.0,1.6666666666666667,0.16666666666666669
66790,15.0,1.6666666666666667,0.16666666666666669
41778,22.0,1.8333333333333333,0.1515151515151515
157831,13.0,1.625,0.17857142857142858
65667,7.0,0.875,-0.03571428571428571
36261,14.0,1.75,0.21428571428571427
22997,8.0,1.1428571428571428,0.047619047619047596
99612,14.0,1.4,0.08888888888888886
66639,6.0,0.6,-0.08888888888888889
39231,26.0,2.888888888888889,0.4722222222222222
40991,16.0,2.6666666666666665,0.6666666666666666
7689,20.0,2.5,0.42857142857142855
12045,19.0,2.7142857142857144,0.5714285714285715
97868,18.0,1.8,0.17777777777777778
43748,13.0,1.3,0.06666666666666668
28403,20.0,1.6666666666666667,0.12121212121212123
30335,5.0,0.5,-0.1111111111111111
67378,23.0,2.5555555555555554,0.38888888888888884
67017,12.0,2.4,0.7
106473,21.0,2.3333333333333335,0.33333333333333337
10317,21.0,2.3333333333333335,0.33333333333333337
8426,10.0,1.4285714285714286,0.14285714285714288
36372,12.0,1.2,0.04444444444444443
108689,8.0,1.0,0.0
33757,19.0,2.7142857142857144,0.5714285714285715
30310,13.0,1.4444444444444444,0.1111111111111111
50777,7.0,0.875,-0.03571428571428571
10897,21.0,1.9090909090909092,0.18181818181818182
138695,28.0,2.8,0.39999999999999997
93150,9.0,2.25,0.8333333333333334
60350,11.0,1.8333333333333333,0.3333333333333333
32102,12.0,1.5,0.14285714285714285
21982,16.0,2.0,0.2857142857142857
51060,11.0,1.1,0.02222222222222224
16028,11.0,1.5714285714285714,0.19047619047619047
71626,31.0,2.8181818181818183,0.36363636363636365
66653,0.0,0.0,-0.2222222222222222
57424,21.0,1.6153846153846154,0.10256410256410257
23734,15.0,2.142857142857143,0.38095238095238093
95415,7.0,0.6363636363636364,-0.07272727272727272
52561,20.0,2.5,0.42857142857142855
